Select,+,Result #,X,1,2,3,4,5,Document ID,Date Published,Family ID,Pages,Title,CPCI,CPCA,Inventor,Assignee,Application Number,Filing Date,Primary Examiner,Assistant Examiner,OR,XREF,Applicant Name,Notes,Notes/Tagged,Relevancy,C,Patent Number,Kind Code,Source,norm_number
checked,3,652,,,,,,,US 20200110041 A1,2020-04-09,70051242,11,Integrated and Automated Video/Structural Health Monitoring System,G01N29/14;G06V20/176;G01M5/0033;G01N29/2475;G06V20/40;H04N7/18;G10L25/51;G01N21/8851,G01N2291/0235;G01N2291/0232;G01N2291/106;G01N2291/0231;G01N2291/0234;G01N2291/0238;G01N2291/0289,ZIEHL; PAUL,,16/594378,2019-10-07,,,1/1,,University of South Carolina,,,25.585033,,20200110041,A1,US-PGPUB,20200110041
checked,,654,,,,,,,US 20210231575 A1,2021-07-29,70051242,11,INTEGRATED AND AUTOMATED VIDEO/STRUCTURAL HEALTH MONITORING SYSTEM,G01M5/0033;G01N21/8851;G01N29/14;G01N29/2475;G06V20/176;G06V20/40;G10L25/51;H04N7/18,G01N2291/0231;G01N2291/0232;G01N2291/0234;G01N2291/0235;G01N2291/0238;G01N2291/0289;G01N2291/106,ZIEHL; PAUL,,17/205672,2021-03-18,,,1/1,,UNIVERSITY OF SOUTH CAROLINA,,,25.356434,,20210231575,A1,US-PGPUB,20210231575
checked,,656,,,,,,,US 20200108803 A1,2020-04-09,70052885,6,METHOD FOR MONITORING A VEHICLE AND VEHICLE LOCATION MONITORING SYSTEM FOR AN AUTOMATED CARWASH,G06F3/147;B60S3/004;B60S3/04;G06F3/14;G01V8/20,G09G2380/10,FAZIO; PAUL et al.,,16/563324,2019-09-06,,,1/1,,"SONNY'S ENTERPRISES, INC.",,,11.372655,,20200108803,A1,US-PGPUB,20200108803
checked,,657,,,,,,,US 20200097874 A1,2020-03-26,63524656,15,Method and System for Managing and/or Monitoring a Project or a Process,G06Q10/0633;G06Q10/06312;G06Q10/0631;G06Q50/08;G06Q10/06313,G06Q10/06,Wannenmacher; Stefan et al.,,16/498508,2018-03-23,,,1/1,,Robert Bosch GmbH,,,15.727589,,20200097874,A1,US-PGPUB,20200097874
checked,,658,,,,,,,US 20200097479 A1,2020-03-26,69884841,30,SYSTEM AND METHOD OF MERGING TWO DISPARATE ELECTRONIC DATABASE STRUCTURES FOR MONITORING AND TRACKING ROBOTIC SYSTEMS INTO A NEW DATABASE STRUCTURE,G06F16/211;G06F16/2246;G06F16/25,,Cooper; Fred William et al.,,16/697910,2019-11-27,,,1/1,,ARIIX LLC,,,13.540684,,20200097479,A1,US-PGPUB,20200097479
checked,,660,,,,,,,US 20200120519 A1,2020-04-16,68290332,26,APPLICATION OF MACHINE LEARNING FOR BUILDING PREDICTIVE MODELS ENABLING SMART FAIL OVER  BETWEEN DIFFERENT NETWORK MEDIA TYPES,H04L41/0663;H04L41/142;H04L41/145;H04L41/147;H04W24/04;H04W24/08,,HORTON; Keith Edgar et al.,,16/160814,2018-10-15,,,1/1,,"Microsoft Technology Licensing, LLC",,,35.550808,,20200120519,A1,US-PGPUB,20200120519
checked,1,661,,,,,,,US 20200089761 A1,2020-03-19,69774144,22,IDENTIFYING APPLICATION SOFTWARE PERFORMANCE PROBLEMS USING AUTOMATED CONTENT-BASED SEMANTIC MONITORING,G06F40/30;G06N20/10;G06N3/088;G06F18/214;G06F16/367;G06N7/01;G06N5/02;G06F16/35;G06N20/00;G06F16/90332,G06N5/01,Guerra; Victoria Lee et al.,,16/130418,2018-09-13,,,1/1,,International Business Machines Corporation,,,13.269806,,20200089761,A1,US-PGPUB,20200089761
checked,,664,,,,,,,US 20200208994 A1,2020-07-02,69723490,26,VERIFICATION AND UPDATING OF MAP DATA,G01C21/3841;G01C21/3676;G01C21/3848;G01C21/30;G01C21/3859,,Askeland; Jacob Lee,,16/813599,2020-03-09,,,1/1,,"Zoox, Inc.",,,12.603182,,20200208994,A1,US-PGPUB,20200208994
checked,1,666,,,,,,,US 20200077314 A1,2020-03-05,64328252,36,METHOD FOR MEASUREMENT REPORT EVENT OPERATION AND NETWORK SIGNALING IN UE AUTONOMOUS HANDOVER,H04W36/362;H04W76/27,H04W36/0058;H04W36/0064;H04W36/00835;H04W36/08;H04W36/249;H04W76/19,HWANG; June et al.,,16/610880,2018-05-04,,,1/1,,"Samsung Electronics Co., Ltd.",,,15.753157,,20200077314,A1,US-PGPUB,20200077314
checked,1,668,,,,,,,US 20200072744 A1,2020-03-05,69639709,21,INSPECTION AND FAILURE DETECTION OF CORROSION UNDER FIREPROOFING INSULATION USING A HYBRID SENSORY SYSTEM,G01N21/55;G01N17/006;G01N25/72;G01N21/3581;G01N22/04;G01N21/3563,,Al Shehri; Ali et al.,,16/214615,2018-12-10,,,1/1,,Saudi Arabian Oil Company,,,27.187023,,20200072744,A1,US-PGPUB,20200072744
checked,5,670,,,,,,,US 20200072706 A1,2020-03-05,69641022,17,SYSTEMS AND METHODS OF ALARM TRIGGERED EQUIPMENT VERIFICATION USING DRONE DEPLOYMENT OF SENSORS,G01M99/005;G05D1/0011;G05D1/0094;G05D1/222;G05D1/689;G08B13/196;G08B17/00;G08B21/18;G08B21/185,B64U10/00;B64U2101/30;B64U2101/75;B64U2201/20,Roberts; Matthew et al.,,16/117030,2018-08-30,,,1/1,,"Sensormatic Electronics, LLC",,,18.997334,,20200072706,A1,US-PGPUB,20200072706
checked,,672,,,,,,,US 20220390330 A1,2022-12-08,69641022,17,SYSTEMS AND METHODS OF ALARM TRIGGERED EQUIPMENT VERIFICATION USING DRONE DEPLOYMENT OF SENSORS,G01M99/005;G05D1/0011;G05D1/0094;G05D1/222;G05D1/689;G08B13/196;G08B17/00;G08B21/18;G08B21/185,B64U10/00;B64U2101/30;B64U2101/75;B64U2201/20,Roberts; Matthew et al.,Johnson Controls Tyco IP Holdings LLP,17/880978,2022-08-04,,,1/1,,Johnson Controls Tyco IP Holdings LLP,,,18.997334,,20220390330,A1,US-PGPUB,20220390330
checked,,674,,,,,,,US 20230358642 A1,2023-11-09,69641022,17,SYSTEMS AND METHODS OF ALARM TRIGGERED EQUIPMENT VERIFICATION USING DRONE DEPLOYMENT OF SENSORS,G01M99/005;G05D1/0011;G05D1/0094;G05D1/222;G05D1/689;G08B13/196;G08B17/00;G08B21/18;G08B21/185,B64U10/00;B64U2101/30;B64U2101/75;B64U2201/20,Roberts; Matthew et al.,Johnson Controls Tyco IP Holdings LLP,18/221697,2023-07-13,,,1/1,,Johnson Controls Tyco IP Holdings LLP,,,18.997334,,20230358642,A1,US-PGPUB,20230358642
checked,,677,,,,,,,US 20210021595 A1,2021-01-21,69645666,15,Change Monitoring and Detection for a Cloud Computing Environment,G06N20/00;H04L63/1416;H04L63/0876;G06F21/50;G06F18/2323;H04L63/104,,File; Dan et al.,,16/750245,2020-01-23,,,1/1,,"Capital One Services, LLC",,,21.670738,,20210021595,A1,US-PGPUB,20210021595
checked,,679,,,,,,,US 20220078188 A1,2022-03-10,69645666,14,Change Monitoring and Detection for a Cloud Computing Environment,G06F18/2323;H04L63/1416;H04L63/104;G06F21/50;H04L63/0876;G06N20/00,,File; Daniel W. et al.,,17/530614,2021-11-19,,,1/1,,"Capital One Services, LLC",,,21.670738,,20220078188,A1,US-PGPUB,20220078188
checked,1,685,,,,,,,US 20200058161 A1,2020-02-20,69513983,36,AUTOMATED SUPERVISION AND INSPECTION OF ASSEMBLY PROCESS,G06T17/05;G06T7/001;G06T7/593;G06T17/00,G06T2207/30108;G06T2207/10028;G06T2200/08;G06T2207/30164,ReMine; Daniel S. et al.,,16/523790,2019-07-26,,,1/1,,The Boeing Company,,,18.839724,,20200058161,A1,US-PGPUB,20200058161
checked,1,687,,,,,,,US 20200057432 A1,2020-02-20,69514033,24,AUTOMATED SUPERVISION AND INSPECTION OF ASSEMBLY PROCESS,G05B19/4188;G05B19/41875;G05B19/41805;G06N20/00;G05B19/41885;G06V20/20;G06F18/22;G06N3/0464,G05B2219/32193;G06N3/08,Yu; Huafeng et al.,,16/523762,2019-07-26,,,1/1,,The Boeing Company,,,19.429207,,20200057432,A1,US-PGPUB,20200057432
checked,,689,,,,,,,US 20200054216 A1,2020-02-20,69524180,14,SYSTEM OF MACHINE-LEARNING MEDIATED IMAGE ANALYSIS TO AID PREDICTIVE MRI-GUIDED HYPERTHERMIA TREATMENTS,A61B5/0036;A61B5/015;A61B5/4836;A61B5/7267;A61B5/7275;A61B5/745;A61B5/7485;A61N7/02;G06T7/0012;G06T7/0016;G16H20/30;G16H20/40;G16H30/20;G16H30/40;G16H50/20;G16H50/70,A61B2576/00;A61N2007/0004;A61N2007/0073;A61N2007/0095;G06T2200/24;G06T2207/10088;G06T2207/20081;G06T2207/20084;G06T2207/30096,Cheng; R. Holland et al.,,16/541955,2019-08-15,,,1/1,,ASTRID PHARMA CORP.,,,37.847443,,20200054216,A1,US-PGPUB,20200054216
checked,1,690,,,,,,,US 20200050192 A1,2020-02-13,69186196,13,SYSTEM AND METHOD FOR CONTROLLING AUTONOMOUS CONSTRUCTION VEHICLES,G05D1/0088;G05D1/0061;G05D1/0295;G05D1/0044;G05D1/0293,,O'Donnell; Timothy M. et al.,Caterpillar Paving Products Inc.,16/059601,2018-08-09,,,1/1,,Caterpillar Paving Products Inc.,,,27.16246,,20200050192,A1,US-PGPUB,20200050192
checked,3,692,,,,,,,US 20200048847 A1,2020-02-13,69405597,36,METHODS AND APPARATUS FOR ULTRAWIDE ENTRANCE ANGLE REFLECTIVE ARTICLES FOR USE WITH AUTONOMOUS VEHICLE MACHINE VISION SYSTEMS,G02B5/124;G06V20/582;E01F9/512;E01F9/619,G02B2027/014;G02B27/0101;G02B2027/0141;G02B2027/0138,Retterath; James E.,,16/537275,2019-08-09,,,1/1,,"Vergence Automation, Inc.",,,14.372237,,20200048847,A1,US-PGPUB,20200048847
checked,,694,,,,,,,US 20210404129 A1,2021-12-30,69405597,36,METHODS AND APPARATUS FOR ULTRAWIDE ENTRANCE ANGLE REFLECTIVE ARTICLES FOR USE WITH AUTONOMOUS VEHICLE MACHINE VISION SYSTEMS,G06V20/582;G02B5/124;E01F9/619;E01F9/512,G02B27/0101;G02B2027/014;G02B2027/0138;G02B2027/0141,Retterath; James E.,,17/316481,2021-05-10,,,1/1,,"Vergence Automation, Inc.",,,14.372237,,20210404129,A1,US-PGPUB,20210404129
checked,1,696,,,,,,,US 20200050162 A1,2020-02-13,69406003,11,SENSOR AND ACTUATOR BASED LIFECYCLE MONITORING OF MACHINES PERFORMING AUTOMATED MACHINE TASKS,E02F9/264;E02F9/267;E21C35/24;E21C35/302;G05B19/0426;G05B23/024;G07C3/08,A01B76/00;B66C13/16;B66C13/48;E02F9/20;E02F9/26;E21C35/04;G05B2219/23008,NASPOLINI; Adriano Correa et al.,ARVUS TECNOLOGIA LTDA.,16/101204,2018-08-10,,,1/1,,ARVUS TECNOLOGIA LTDA.,,,11.684402,,20200050162,A1,US-PGPUB,20200050162
checked,3,699,,,,,,,US 20200040556 A1,2020-02-06,62815067,37,SYSTEM FOR DOMOTIC CONTROL OF A PLUMBING INSTALLATION AND METHOD OF OPERATION TO INCREASE THE WATER EFFICIENCY OF THE SAME,E03C1/00;E03C1/02;E03B1/04;E03B1/041;E03C1/12;E03B7/04;E03B7/07,,DUEÑAS LADRÓN DE GUEVARA; Eduardo,,16/499088,2018-03-28,,,1/1,,"MÉTRICA6 INGENIERÍA Y DESARROLLOS, S.L.",,,9.727926,,20200040556,A1,US-PGPUB,20200040556
checked,,701,,,,,,,US 20230175238 A1,2023-06-08,62815067,41,METHOD OF OPERATION TO INCREASE THE WATER EFFICIENCY OF SYSTEM FOR DOMOTIC CONTROL OF A PLUMBING INSTALLATION,E03B7/07;E03B1/04;E03C1/02;E03C1/12;E03C1/00;E03B7/04;E03B1/041,,DUEÑAS LADRÓN DE GUEVARA; Eduardo,,18/160927,2023-01-27,,,137/357,,"MÉTRICA6 INGENIERÍA Y DESARROLLOS, S.L.",,,9.727926,,20230175238,A1,US-PGPUB,20230175238
checked,,703,,,,,,,US 20200037359 A1,2020-01-30,63585651,20,METHOD FOR WIRELESS COMMUNICATION AND USER EQUIPMENT,H04L1/1812;H04L1/1822;H04L1/1887;H04L1/1896;H04W16/14;H04W72/1268;H04W72/23;H04W74/006;H04W74/02;H04W74/04;H04W74/08;H04W74/0808,H04L1/1812;H04W74/006,WANG; Yi et al.,,16/488782,2018-03-22,,,1/1,,"Samsung Electronics Co., Ltd.",,,11.080607,,20200037359,A1,US-PGPUB,20200037359
checked,7,704,,,,,,,US 20200035098 A1,2020-01-30,69178597,18,SYSTEMS AND METHODS FOR IMPLEMENTING MULTIMODAL SAFETY OPERATIONS WITH AN AUTONOMOUS AGENT,G05D1/0055;G08G1/096725;B60W50/0205;B60W50/029;B60W60/0015;B60W60/00186;G08G1/0116;G08G1/0133;G08G1/096783,B60W2050/0016;B60W2050/0292;B60W2556/45,Vozar; Steve et al.,,16/505372,2019-07-08,,,1/1,,"May Mobility, Inc.",,,16.905588,,20200035098,A1,US-PGPUB,20200035098
checked,,706,,,,,,,US 20200168085 A1,2020-05-28,69178597,18,SYSTEMS AND METHODS FOR IMPLEMENTING MULTIMODAL SAFETY OPERATIONS WITH AN AUTONOMOUS AGENT,G05D1/0055;G08G1/096725;B60W50/0205;B60W50/029;B60W60/0015;B60W60/00186;G08G1/0116;G08G1/0133;G08G1/096783,B60W2050/0016;B60W2050/0292;B60W2556/45,Vozar; Steve et al.,,16/776993,2020-01-30,,,1/1,,"May Mobility, Inc.",,,16.905588,,20200168085,A1,US-PGPUB,20200168085
checked,,708,,,,,,,US 20200402398 A1,2020-12-24,69178597,17,SYSTEMS AND METHODS FOR IMPLEMENTING MULTIMODAL SAFETY OPERATIONS WITH AN AUTONOMOUS AGENT,G05D1/0055;G08G1/096725;B60W50/0205;B60W50/029;B60W60/0015;B60W60/00186;G08G1/0116;G08G1/0133;G08G1/096783,B60W2050/0016;B60W2050/0292;B60W2556/45,Vozar; Steve et al.,,17/014578,2020-09-08,,,1/1,,"May Mobility, Inc.",,,16.905588,,20200402398,A1,US-PGPUB,20200402398
checked,,710,,,,,,,US 20240071221 A1,2024-02-29,69178597,17,SYSTEMS AND METHODS FOR IMPLEMENTING MULTIMODAL SAFETY OPERATIONS WITH AN AUTONOMOUS AGENT,G05D1/0055;G08G1/096725;B60W50/0205;B60W50/029;B60W60/0015;B60W60/00186;G08G1/0116;G08G1/0133;G08G1/096783,B60W2050/0016;B60W2050/0292;B60W2556/45,Vozar; Steve et al.,,18/388107,2023-11-08,,,1/1,,"May Mobility, Inc.",,,16.905588,,20240071221,A1,US-PGPUB,20240071221
checked,1,712,,,,,,,US 20200020227 A1,2020-01-16,69139218,36,CONNECTED AUTOMATED VEHICLE HIGHWAY SYSTEMS AND METHODS RELATED TO TRANSIT VEHICLES AND SYSTEMS,E01F15/02;G08G1/0116;G08G1/0125;G08G1/0133;G08G1/0145;G08G1/052;G08G1/07;G08G1/075;G08G1/091;G08G1/123;G08G1/127;H04L67/12,G06Q30/0283;H04L67/10;Y04S40/18,Ran; Bin et al.,,16/505059,2019-07-08,,,1/1,,CAVH LLC,,,12.670454,,20200020227,A1,US-PGPUB,20200020227
checked,,713,,,,,,,US 20260112267 A1,2026-04-23,69139218,35,AUTONOMOUS TRANSIT VEHICLE OPERATION SYSTEM FOR ADVERSE WEATHER AND LONG-TAIL SCENARIOS,E01F15/02;G08G1/0116;G08G1/0125;G08G1/0133;G08G1/0145;G08G1/052;G08G1/07;G08G1/075;G08G1/091;G08G1/123;G08G1/127;H04L67/12,G06Q30/0283;H04L67/10;Y04S40/18,Ran; Bin et al.,,19/414665,2025-12-10,,,1/1,,CAVH LLC,,,13.052706,,20260112267,A1,US-PGPUB,20260112267
checked,1,714,,,,,,,US 20200019167 A1,2020-01-16,69139330,35,BUILDING QUALITY INSPECTION SYSTEM AND INSPECTION ROBOT,G01N19/08;G01N29/045;G01N29/226;G05D1/0094;G05D1/101;G06K7/1417;G06V20/36,B25J5/007;G01N2291/0232,Alshamrani; Othman et al.,Imam Abdulrahman Bin Faisal University,16/030901,2018-07-10,,,1/1,,Imam Abdulrahman Bin Faisal University,,,36.024986,,20200019167,A1,US-PGPUB,20200019167
checked,,716,,,,,,,US 20200004249 A1,2020-01-02,60651289,13,DATA TRAINING METHOD AND APPARATUS FOR AUTONOMOUS VEHICLE,B60W40/09,B60W60/0051;B60W60/0053;B60W2050/0075;B60W2050/0088;B60W2540/30;B60W2556/10,Yu; Hao et al.,,16/566826,2019-09-10,,,1/1,,"Baidu Online Network Technology (Beijing) Co., Ltd.",,,16.504711,,20200004249,A1,US-PGPUB,20200004249
checked,1,717,,,,,,,US 20190392712 A1,2019-12-26,68981654,55,CONNECTED AUTOMATED VEHICLE HIGHWAY SYSTEMS AND METHODS RELATED TO HEAVY VEHICLES,G08G1/0116;G08G1/167;G08G1/096783;G08G1/164;G08G1/096775;G08G1/0125;G08G1/096725,G08G1/161;G08G1/22,Ran; Bin et al.,,16/446082,2019-06-19,,,1/1,,CAVH LLC,,,13.299185,,20190392712,A1,US-PGPUB,20190392712
checked,1,719,,,,,,,US 20190368133 A1,2019-12-05,66999549,16,SYSTEMS AND METHODS FOR DATA ACQUISITION AND ASSET INSPECTION IN PRESENCE OF MAGNETIC INTERFERENCE,E01B35/06;G06N20/00;G06T7/0004;G06T7/11,B64U2101/30;G06T2207/10016;G06T2207/10024;G06T2207/10036;G06T2207/10048;G06T2207/20081;G06T2207/30108;G06T2207/30164;G06T2207/30184,JOSHI; Sunil Dattatraya et al.,Tata Consultancy Services Limited,16/432448,2019-06-05,,,1/1,,Tata Consultancy Services Limited,,,25.176456,,20190368133,A1,US-PGPUB,20190368133
checked,,723,,,,,,,US 20210390624 A1,2021-12-16,68696030,49,Real Property Monitoring Systems and Methods for Risk Determination,G06N3/0464;G06V20/00;G06N3/09;G06N20/00;G06V30/274;G06F16/29;G06Q10/10;G06N3/08;G10L15/26;G06Q40/08;G06N3/088;G08B25/016;G06V30/194;G08B19/00;G08B23/00,G06N7/01;G06N3/045,Hayward; Gregory L. et al.,State Farm Mutual Automobile Insurance Company,16/136519,2018-09-20,,,1/1,,State Farm Mutual Automobile Insurance Company,,,35.92325,,20210390624,A1,US-PGPUB,20210390624
checked,,724,,,,,,,US 20210398227 A1,2021-12-23,68696030,49,REAL PROPERTY MONITORING SYSTEMS AND METHODS FOR RISK DETERMINATION,G06N3/09;G08B19/00;G06N3/088;G06V30/274;G06N3/08;G06V30/194;G06Q40/08;G06V20/00;G06F16/29;G08B23/00;G06Q10/10;G10L15/26;G06N3/0464;G08B25/016;G06N20/00,G06N3/045;G06N7/01,Hayward; Gregory L. et al.,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,17/466722,2021-09-03,,,1/1,,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,,,35.816086,,20210398227,A1,US-PGPUB,20210398227
checked,3,725,,,,,,,US 20190347931 A1,2019-11-14,68463786,18,SYSTEMS AND METHODS FOR DRIVING INTELLIGENCE ALLOCATION BETWEEN VEHICLES AND HIGHWAYS,G08G1/0112;G08G1/0145;G05B13/0265;G05D1/0285;G08G1/0116;G08G1/0125;G08G1/0133;G08G1/096708;G08G1/096725;G08G1/096741;G08G1/096775;G08G1/164;G08G1/166,,Ding; Fan et al.,,16/406621,2019-05-08,,,1/1,,CAVH LLC,,,11.610758,,20190347931,A1,US-PGPUB,20190347931
checked,,727,,,,,,,US 20230056023 A1,2023-02-23,68463786,18,VEHICLE-ROAD DRIVING INTELLIGENCE ALLOCATION,G08G1/0112;G08G1/0145;G05B13/0265;G05D1/0285;G08G1/0116;G08G1/0125;G08G1/0133;G08G1/096708;G08G1/096725;G08G1/096741;G08G1/096775;G08G1/164;G08G1/166,,Ran; Bin et al.,,17/977347,2022-10-31,,,1/1,,CAVH LLC,,,11.610758,,20230056023,A1,US-PGPUB,20230056023
checked,1,729,,,,,,,US 20190333378 A1,2019-10-31,68292736,14,DISTRIBUTED SAFETY INFRASTRUCTURE FOR AUTONOMOUS VEHICLES AND  METHODS OF USE,G06V20/54;G08G1/005;G08G1/0116;G08G1/0133;G08G1/0141;G08G1/04;G08G1/052;G08G1/091;G08G1/093;G08G1/164;H04N23/20;H04N23/90;H04W4/38;H04W4/44,G08G1/096716;G08G1/096725;G08G1/09675;G08G1/096783,luzifovich; Iurii V. et al.,,16/396660,2019-04-27,,,1/1,,"luzifovich; Iurii V.,Iuzifovich; Anzhelina,Yuzifovich; Natalia",,,12.069257,,20190333378,A1,US-PGPUB,20190333378
checked,3,731,,,,,,,US 20190316902 A1,2019-10-17,68160232,35,Failure Prediction and Analysis Techniques,G06F17/18;G01B21/08,,Sparago; Michael T.,,16/382131,2019-04-11,,,1/1,,Sparago; Michael T.,,,13.731708,,20190316902,A1,US-PGPUB,20190316902
checked,,733,,,,,,,US 20220268578 A1,2022-08-25,68160232,35,Failure Prediction and Analysis Techniques,G06F17/18;G01B21/08,,Sparago; Michael T.,,17/668172,2022-02-09,,,1/1,,"E2G CORR SOLUTIONS, LLC",,,13.731708,,20220268578,A1,US-PGPUB,20220268578
checked,1,735,,,,,,,US 20190315343 A1,2019-10-17,68161269,13,AUTOMATED COLLISION MITIGATION SYSTEM OF A VEHICLE AND METHOD THEREOF,B60W30/085;B60W10/04;B60W10/18;B60W30/0956;B60W50/0097;G05D1/0246;G05D1/0257,B60W2030/082;B60W2050/0002;B60W2050/0014;B60W2400/00;B60W2420/403;B60W2420/408;B60W2554/00;B60W2554/801;B60W2554/802;B60W2710/18;B60W2710/20;B60W2720/106;B60W2754/30,STEFFEY; Joseph et al.,"HYUNDAI MOTOR COMPANY,KIA MOTORS CORPORATION",15/954038,2018-04-16,,,1/1,,"HYUNDAI MOTOR COMPANY,KIA MOTORS CORPORATION",,,22.795696,,20190315343,A1,US-PGPUB,20190315343
checked,3,737,,,,,,,US 20190310891 A1,2019-10-10,68096500,43,Methods and Systems for Automated Monitoring and Control of Adherence Parameters,G06F9/5072;G06F9/542;G06F16/24568;G06F16/906;G06N3/08;G06N3/09;G06N20/00,G06F16/9035;G06F16/9038,Baldasaro; Ruth Ellen et al.,SAS Institute Inc.,16/177289,2018-10-31,,,1/1,,SAS Institute Inc.,,,10.321489,,20190310891,A1,US-PGPUB,20190310891
checked,,738,,,,,,,US 20190354410 A1,2019-11-21,68096500,46,Methods and Systems for Automated Monitoring and Control of Adherence Parameters,G06F9/5072;G06F9/542;G06F16/24568;G06F16/906;G06N3/08;G06N3/09;G06N20/00,G06F16/9035;G06F16/9038,Baldasaro; Ruth Ellen et al.,SAS Institute Inc.,16/531506,2019-08-05,,,1/1,,SAS Institute Inc.,,,10.321489,,20190354410,A1,US-PGPUB,20190354410
checked,1,741,,,,,,,US 20190310636 A1,2019-10-10,68097110,55,DYNAMICALLY CONTROLLING SENSOR BEHAVIOR,B60W60/001;G06V10/764;B60W50/00;B60W60/0015;B60W60/00276;G05D1/0274;G06V10/774;G06V20/56,B60W2050/0083,Halder; Bibhrajit,"SafeAl, Inc.",16/378257,2019-04-08,,,1/1,,"SafeAl, Inc",,,12.473246,,20190310636,A1,US-PGPUB,20190310636
checked,1,743,,,,,,,US 20190310650 A1,2019-10-10,68097137,55,TECHNIQUES FOR CONSIDERING UNCERTAINTY IN USE OF ARTIFICIAL INTELLIGENCE MODELS,B60W60/0015;B62D15/0255;B60W60/00276;G06N3/006;G06N3/0464;G06N3/084;G06N3/09;G06N3/092,G05D1/024;G05D1/0246;G05D1/0255;G05D1/0257;G05D1/027;G05D1/0278;G06N3/045,Halder; Bibhrajit,"SafeAI, Inc.",16/378204,2019-04-08,,,1/1,,"SafeAI, Inc.",,,17.733734,,20190310650,A1,US-PGPUB,20190310650
checked,3,745,,,,,,,US 20190296971 A1,2019-09-26,65903909,16,SYSTEM AND METHOD FOR VALIDATING CORRECTNESS OF CHANGES TO NETWORK DEVICE CONFIGURATIONS,H04L41/0816;H04L41/14;H04L41/22;H04L41/5074;H04L43/50;H04W24/02,,Clark; Charles F. et al.,,15/934806,2018-03-23,,,1/1,,Hewlett Packard Enterprise Development LP,,,11.4614105,,20190296971,A1,US-PGPUB,20190296971
checked,,747,,,,,,,US 20200336374 A1,2020-10-22,65903909,16,System and Method for Validating Correctness of Changes to Network Device Configurations,H04L41/0816;H04L41/14;H04L41/22;H04L41/5074;H04L43/50;H04W24/02,,Clark; Charles F. et al.,,16/867382,2020-05-05,,,1/1,,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,,,11.4614105,,20200336374,A1,US-PGPUB,20200336374
checked,,749,,,,,,,US 20190295125 A1,2019-09-26,67985238,10,Artificial intelligence autonomous building system,G06Q30/0255;G06N3/096;G06N3/082;G06F18/24;G06N3/09;G06N20/00;G06V10/764;G05B15/02;G06Q30/0641,G06N3/08;G16H10/60;G05B2219/2642,Marino; Fabio Alessio et al.,Awenyx Inc.,16/356270,2019-03-18,,,1/1,,"Marino; Fabio Alessio,Menegoli; Paolo",,,21.995878,,20190295125,A1,US-PGPUB,20190295125
checked,,750,,,,,,,US 20190286985 A1,2019-09-19,65763351,10,Real-time Monitoring,G06N20/00;G06N3/0464;G06N3/09;G06V20/10;G06V20/52;G08B21/02;H04N23/661;H04N23/90,,Hirvijärvi; Kari et al.,,16/352923,2019-03-14,,,1/1,,Bliot Oy,,,36.54825,,20190286985,A1,US-PGPUB,20190286985
checked,1,751,,,,,,,US 20190271957 A1,2019-09-05,64101554,16,INTELLIGENT BUILDING AUTOMATION APPARATUS OF AUTONOMOUS CONTROL AND CONTROL METHOD THEREOF,H04W24/04;H04L61/5007;H04L41/22;H04L12/189;H04L41/0806;G05B19/042;H04L67/12;H04L67/125,H04L2101/622;G05B2219/25011;G05B2219/2642,Hwang; Gwan Sun et al.,NARA CONTROLS INC.,16/195787,2018-11-19,,,1/1,,NARA CONTROLS INC.,,,13.601301,,20190271957,A1,US-PGPUB,20190271957
checked,3,753,,,,,,,US 20190266502 A1,2019-08-29,65724153,46,Method And System For Real-Time Correlation Of Disparate Sources Of Topological Information To Create A Unified Topological Model Of A Distributed Information System,G06F11/3089;G06N5/04;G06F11/3409;G06F11/0709;G06F11/3495;G06F11/3048;G06F11/3006;G06F11/3466;G06F11/3051;G06N5/022;G06F11/3461;G06F11/3447;G06F11/079,G06F2201/87,MOSER; Herwig et al.,,16/276710,2019-02-15,,,1/1,,Dynatrace LLC,,,10.972314,,20190266502,A1,US-PGPUB,20190266502
checked,,755,,,,,,,US 20230008791 A1,2023-01-12,65724153,46,Method And System For Real-Time Correlation Of Disparate Sources Of Topological Information To Create A Unified Topological Model Of A Distributed Information System,G06F11/3006;G06F11/3051;G06F11/3048;G06F11/3089;G06F11/0709;G06F11/3461;G06N5/04;G06F11/3409;G06F11/3466;G06N5/022;G06F11/3447;G06F11/079;G06F11/3495,G06F2201/87,MOSER; Herwig et al.,Dynatrace LLC,17/871282,2022-07-22,,,1/1,,Dynatrace LLC,,,10.972314,,20230008791,A1,US-PGPUB,20230008791
