Select,+,Result #,X,1,2,3,4,5,Document ID,Date Published,Family ID,Pages,Title,CPCI,CPCA,Inventor,Assignee,Application Number,Filing Date,Primary Examiner,Assistant Examiner,OR,XREF,Applicant Name,Notes,Notes/Tagged,Relevancy,C
checked,,771,,,,,,,US 11127290 B1,2021-09-21,61872545,52,Autonomous vehicle infrastructure communication device,"G06F8/65;A61B5/02028;A61B5/4064;A61B5/4094;A61B5/6893;A61B5/7282;B60K35/00;B60K35/80;B60K35/85;B60W10/04;B60W30/06;B60W30/09;B60W30/0956;B60W40/02;B60W40/08;B60W40/09;B60W50/02;B60W50/0205;B60W50/045;B60W50/082;B60W50/12;B60W50/14;B60W60/0053;B60W60/0059;B60W60/007;B62D15/0285;G01C21/3407;G05D1/0055;G05D1/0214;G05D1/0278;G05D1/248;G05D1/617;G06Q30/0206;G06Q30/0207;G06Q30/0217;G06Q40/08;G07C5/02;G07C5/0808;G08B25/10;G08G1/091;G08G1/0962;G08G1/14","B60W2040/0809;B60W2040/0818;B60W2050/0071;B60W2050/0073;B60W2050/0075;B60W2050/0215;B60W2050/046;B60W2050/143;B60W2420/403;B60W2540/043;B60W2540/22;B60W2540/221;B60W2540/26;B60W2556/45;B60W2756/10;B60W2900/00","Fields; Brian Mark et al.",STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,14/934361,2015-11-06,"Williams; Kelly D",,1/1,,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,,,27.551615,
checked,,772,,,,,,,US 20230053773 A1,2023-02-23,61872545,40,AUTONOMOUS VEHICLE AUTOMATIC PARKING,"G06F8/65;A61B5/02028;A61B5/4064;A61B5/4094;A61B5/6893;A61B5/7282;B60K35/00;B60K35/80;B60K35/85;B60W10/04;B60W30/06;B60W30/09;B60W30/0956;B60W40/02;B60W40/08;B60W40/09;B60W50/02;B60W50/0205;B60W50/045;B60W50/082;B60W50/12;B60W50/14;B60W60/0053;B60W60/0059;B60W60/007;B62D15/0285;G01C21/3407;G05D1/0055;G05D1/0214;G05D1/0278;G05D1/248;G05D1/617;G06Q30/0206;G06Q30/0207;G06Q30/0217;G06Q40/08;G07C5/02;G07C5/0808;G08B25/10;G08G1/091;G08G1/0962;G08G1/14","B60W2040/0809;B60W2040/0818;B60W2050/0071;B60W2050/0073;B60W2050/0075;B60W2050/0215;B60W2050/046;B60W2050/143;B60W2420/403;B60W2540/043;B60W2540/22;B60W2540/221;B60W2540/26;B60W2556/45;B60W2756/10;B60W2900/00","Fields; Brian Mark et al.",STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,17/975234,2022-10-27,,,1/1,,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,,,17.643177,
checked,,773,,,,,,,US 11645064 B2,2023-05-09,61872545,49,Autonomous vehicle accident and emergency response,"G06F8/65;A61B5/02028;A61B5/4064;A61B5/4094;A61B5/6893;A61B5/7282;B60K35/00;B60K35/80;B60K35/85;B60W10/04;B60W30/06;B60W30/09;B60W30/0956;B60W40/02;B60W40/08;B60W40/09;B60W50/02;B60W50/0205;B60W50/045;B60W50/082;B60W50/12;B60W50/14;B60W60/0053;B60W60/0059;B60W60/007;B62D15/0285;G01C21/3407;G05D1/0055;G05D1/0214;G05D1/0278;G05D1/248;G05D1/617;G06Q30/0206;G06Q30/0207;G06Q30/0217;G06Q40/08;G07C5/02;G07C5/0808;G08B25/10;G08G1/091;G08G1/0962;G08G1/14","B60W2040/0809;B60W2040/0818;B60W2050/0071;B60W2050/0073;B60W2050/0075;B60W2050/0215;B60W2050/046;B60W2050/143;B60W2420/403;B60W2540/043;B60W2540/22;B60W2540/221;B60W2540/26;B60W2556/45;B60W2756/10;B60W2900/00","Fields; Brian Mark et al.",State Farm Mutual Automobile Insurance Company,17/078659,2020-10-23,"Frejd; Russell",,701/25,,State Farm Mutual Automobile Insurance Company,,,22.842077,
checked,,774,,,,,,,US 20230251848 A1,2023-08-10,61872545,41,AUTONOMOUS VEHICLE ACCIDENT AND EMERGENCY RESPONSE,"G06F8/65;A61B5/02028;A61B5/4064;A61B5/4094;A61B5/6893;A61B5/7282;B60K35/00;B60K35/80;B60K35/85;B60W10/04;B60W30/06;B60W30/09;B60W30/0956;B60W40/02;B60W40/08;B60W40/09;B60W50/02;B60W50/0205;B60W50/045;B60W50/082;B60W50/12;B60W50/14;B60W60/0053;B60W60/0059;B60W60/007;B62D15/0285;G01C21/3407;G05D1/0055;G05D1/0214;G05D1/0278;G05D1/248;G05D1/617;G06Q30/0206;G06Q30/0207;G06Q30/0217;G06Q40/08;G07C5/02;G07C5/0808;G08B25/10;G08G1/091;G08G1/0962;G08G1/14","B60W2040/0809;B60W2040/0818;B60W2050/0071;B60W2050/0073;B60W2050/0075;B60W2050/0215;B60W2050/046;B60W2050/143;B60W2420/403;B60W2540/043;B60W2540/22;B60W2540/221;B60W2540/26;B60W2556/45;B60W2756/10;B60W2900/00","Fields; Brian Mark et al.",State Farm Mutual Automobile Insurance Company,18/134365,2023-04-13,,,701/25,,State Farm Mutual Automobile Insurance Company,,,23.176216,
checked,,775,,,,,,,US 12032945 B2,2024-07-09,61872545,41,Autonomous vehicle accident and emergency response,"G06F8/65;A61B5/02028;A61B5/4064;A61B5/4094;A61B5/6893;A61B5/7282;B60K35/00;B60K35/80;B60K35/85;B60W10/04;B60W30/06;B60W30/09;B60W30/0956;B60W40/02;B60W40/08;B60W40/09;B60W50/02;B60W50/0205;B60W50/045;B60W50/082;B60W50/12;B60W50/14;B60W60/0053;B60W60/0059;B60W60/007;B62D15/0285;G01C21/3407;G05D1/0055;G05D1/0214;G05D1/0278;G05D1/248;G05D1/617;G06Q30/0206;G06Q30/0207;G06Q30/0217;G06Q40/08;G07C5/02;G07C5/0808;G08B25/10;G08G1/091;G08G1/0962;G08G1/14","B60W2040/0809;B60W2040/0818;B60W2050/0071;B60W2050/0073;B60W2050/0075;B60W2050/0215;B60W2050/046;B60W2050/143;B60W2420/403;B60W2540/043;B60W2540/22;B60W2540/221;B60W2540/26;B60W2556/45;B60W2756/10;B60W2900/00","Fields; Brian Mark et al.",State Farm Mutual Automobile Insurance Company,18/134365,2023-04-13,"Frejd; Russell",,1/1,,State Farm Mutual Automobile Insurance Company,,,22.842077,
checked,,776,,,,,,,US 20240362013 A1,2024-10-31,61872545,41,AUTONOMOUS VEHICLE ACCIDENT AND EMERGENCY RESPONSE,"G06F8/65;A61B5/02028;A61B5/4064;A61B5/4094;A61B5/6893;A61B5/7282;B60K35/00;B60K35/80;B60K35/85;B60W10/04;B60W30/06;B60W30/09;B60W30/0956;B60W40/02;B60W40/08;B60W40/09;B60W50/02;B60W50/0205;B60W50/045;B60W50/082;B60W50/12;B60W50/14;B60W60/0053;B60W60/0059;B60W60/007;B62D15/0285;G01C21/3407;G05D1/0055;G05D1/0214;G05D1/0278;G05D1/248;G05D1/617;G06Q30/0206;G06Q30/0207;G06Q30/0217;G06Q40/08;G07C5/02;G07C5/0808;G08B25/10;G08G1/091;G08G1/0962;G08G1/14","B60W2040/0809;B60W2040/0818;B60W2050/0071;B60W2050/0073;B60W2050/0075;B60W2050/0215;B60W2050/046;B60W2050/143;B60W2420/403;B60W2540/043;B60W2540/22;B60W2540/221;B60W2540/26;B60W2556/45;B60W2756/10;B60W2900/00","Fields; Brian Mark et al.",,18/765905,2024-07-08,,,1/1,,State Farm Mutual Automobile Insurance Company,,,23.176216,
checked,,777,,,,,,,US 12524219 B2,2026-01-13,61872545,48,Autonomous vehicle automatic parking,"G06F8/65;A61B5/02028;A61B5/4064;A61B5/4094;A61B5/6893;A61B5/7282;B60K35/00;B60K35/80;B60K35/85;B60W10/04;B60W30/06;B60W30/09;B60W30/0956;B60W40/02;B60W40/08;B60W40/09;B60W50/02;B60W50/0205;B60W50/045;B60W50/082;B60W50/12;B60W50/14;B60W60/0053;B60W60/0059;B60W60/007;B62D15/0285;G01C21/3407;G05D1/0055;G05D1/0214;G05D1/0278;G05D1/248;G05D1/617;G06Q30/0206;G06Q30/0207;G06Q30/0217;G06Q40/08;G07C5/02;G07C5/0808;G08B25/10;G08G1/091;G08G1/0962;G08G1/14","B60W2040/0809;B60W2040/0818;B60W2050/0071;B60W2050/0073;B60W2050/0075;B60W2050/0215;B60W2050/046;B60W2050/143;B60W2420/403;B60W2540/043;B60W2540/22;B60W2540/221;B60W2540/26;B60W2556/45;B60W2756/10;B60W2900/00","Fields; Brian Mark et al.",State Farm Mutual Automobile Insurance Company,17/975234,2022-10-27,"Nolan; Peter D","Li; Ce Li",1/1,,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,,,17.071426,
checked,,778,,,,,,,US 20260133791 A1,2026-05-14,61872545,40,AUTONOMOUS VEHICLE AUTOMATIC PARKING,"G06F8/65;A61B5/02028;A61B5/4064;A61B5/4094;A61B5/6893;A61B5/7282;B60K35/00;B60K35/80;B60K35/85;B60W10/04;B60W30/06;B60W30/09;B60W30/0956;B60W40/02;B60W40/08;B60W40/09;B60W50/02;B60W50/0205;B60W50/045;B60W50/082;B60W50/12;B60W50/14;B60W60/0053;B60W60/0059;B60W60/007;B62D15/0285;G01C21/3407;G05D1/0055;G05D1/0214;G05D1/0278;G05D1/248;G05D1/617;G06Q30/0206;G06Q30/0207;G06Q30/0217;G06Q40/08;G07C5/02;G07C5/0808;G08B25/10;G08G1/091;G08G1/0962;G08G1/14","B60W2040/0809;B60W2040/0818;B60W2050/0071;B60W2050/0073;B60W2050/0075;B60W2050/0215;B60W2050/046;B60W2050/143;B60W2420/403;B60W2540/043;B60W2540/22;B60W2540/221;B60W2540/26;B60W2556/45;B60W2756/10;B60W2900/00","Fields; Brian Mark et al.",,19/434886,2025-12-29,,,1/1,,State Farm Mutual Automobile Insurance Company,,,17.643177,
checked,1,779,,,,,,,US 20190205340 A1,2019-07-04,67058903,22,VOICE TAGGING OF VIDEO WHILE RECORDING,"G06F3/167;G06N20/00;G06F16/7867;G02B27/0179;G10L15/22;G02B27/017","G02B2027/0138;G10L2015/223;G02B2027/014","Jhawar; Sanjay Subir et al.",,16/230650,2018-12-21,,,1/1,,"RealWear, Inc.",,,30.35094,
checked,,780,,,,,,,US 11074292 B2,2021-07-27,67058903,23,Voice tagging of video while recording,"G10L15/22;G02B27/0179;G06F16/7867;G02B27/017;G06F3/167;G06N20/00","G02B2027/0138;G02B2027/014;G10L2015/223","Jhawar; Sanjay Subir et al.","REALWEAR, INC.",16/230650,2018-12-21,"Topgyal; Gelek W",,1/1,,"RealWear, Inc.",,,29.877356,
checked,1,781,,,,,,,US 20190205241 A1,2019-07-04,67058930,8,METHOD AND SYSTEM FOR AUTOMATED BUILDING OF SPECIALIZED OPERATING SYSTEMS AND VIRTUAL MACHINE IMAGES BASED ON REINFORCEMENT LEARNING,"G06F11/3447;G06F11/3612;G06F8/63;G06F9/45541;G06N20/00;G06N3/092","G06N3/006;G06N3/08","Huici; Felipe et al.",,15/860681,2018-01-03,,,1/1,,NEC Laboratories Europe GmbH,,,34.26421,
checked,,782,,,,,,,US 10817402 B2,2020-10-27,67058930,9,Method and system for automated building of specialized operating systems and virtual machine images based on reinforcement learning,"G06F11/3447;G06F11/3612;G06F8/63;G06F9/45541;G06N20/00;G06N3/092","G06N3/006;G06N3/08","Huici; Felipe et al.",NEC CORPORATION,15/860681,2018-01-03,"Lyons; Andrew M.",,1/1,,NEC Laboratories Europe GmbH,,,33.838894,
checked,1,783,,,,,,,US 20190196432 A1,2019-06-27,64051299,16,MODULAR ROOM CONTROL INTERFACE AND SENSORS,"G05B15/02;G05B19/0428;H04L12/2816;H05B47/1965","H05B47/115;H05B47/19;Y02B20/40","Morley; Michael et al.",Schneider Electric Buildings LLC,15/852233,2017-12-22,,,1/1,,Schneider Electric Buildings LLC,,,11.579561,
checked,,784,,,,,,,US 11199823 B2,2021-12-14,64051299,17,Modular room control interface and sensors,"G05B15/02;G05B19/0428;H04L12/2816;H05B47/1965","H05B47/115;H05B47/19;Y02B20/40","Morley; Michael et al.","Schneider Electric Buildings, LLC",15/852233,2017-12-22,"Bahta; Kidest",,1/1,,Schneider Electric Buildings LLC,,,11.139491,
checked,,785,,,,,,,US 20190171983 A1,2019-06-06,66658084,20,SYSTEMS AND METHODS FOR GENERATING AND UTILIZING CUSTOMIZED DYNAMIC MODELS IN AN AUTOMATED PLATFORM FOR CONTROLLING HAZARDOUS CONDITIONS AND SITE WORKFLOWS,"G06Q10/06311;G06Q10/0633;C02F1/00;C02F1/008","C02F2209/008;C02F2209/006;C02F2103/023;C02F2303/04","D'Amelia; Philip Thomas",,16/209696,2018-12-04,,,1/1,,"VITRALOGY IP, LLC",,,10.992545,
checked,,786,,,,,,,US 20190171950 A1,2019-06-06,66659342,18,"METHOD AND SYSTEM FOR AUTO LEARNING, ARTIFICIAL INTELLIGENCE (AI) APPLICATIONS DEVELOPMENT, OPERATIONALIZATION AND EXECUTION","G06N5/04;G06Q10/067",G06N20/00,"Srivastava; Kumar",,16/271873,2019-02-10,,,1/1,,"Srivastava; Kumar",,,20.499674,
checked,,787,,,,,,,US 20190160677 A1,2019-05-30,56194476,9,Method Of Building A Geometric Representation Over A Working Space Of A Robot,"B25J9/163;B25J9/1666;B25J9/1697;G06F16/9027;B25J9/1676;B25J19/023","G05B2219/40323;G05B2219/40437","STRANDBERG; Morten",,16/312684,2016-06-21,,,1/1,,ABB Schweiz AG,,,21.230356,
checked,7,788,,,,,,,US 20190160482 A1,2019-05-30,65701519,13,System for Spraying a Wall Surface of a Building and Method therefor,"B05B13/0431;B25J11/0075;B05B12/004;B05B13/005;B05B13/041;B05B15/70;B25J5/02;B25J11/0085;B25J19/021;B62D57/024;B66F11/042","B05B12/00;B05B15/68","Lim; Hui Eng",,16/177326,2018-10-31,,,1/1,,Elid Technology International Pte Ltd,,,15.377983,
checked,,789,,,,,,,US 11135611 B2,2021-10-05,65701519,14,System for spraying a wall surface of a building and method therefor,"B05B13/0431;B25J11/0075;B05B12/004;B05B13/005;B05B13/041;B05B15/70;B25J5/02;B25J11/0085;B25J19/021;B62D57/024;B66F11/042","B05B12/00;B05B15/68","Lim; Hui Eng",Elid Technology International Pte Ltd,16/177326,2018-10-31,"Tadesse; Yewebdar T",,1/1,,Elid Technology International Pte Ltd,,,14.796036,
checked,,790,,,,,,,US 20210394220 A1,2021-12-23,65701519,13,System For Spraying A Wall Surface Of A Building And Method Therefor,"B05B13/0431;B25J11/0075;B05B12/004;B05B13/005;B05B13/041;B05B15/70;B25J5/02;B25J11/0085;B25J19/021;B62D57/024;B66F11/042","B05B12/00;B05B15/68","LIM; Hui Eng",,17/467303,2021-09-06,,,1/1,,Elid Technology International Pte Ltd,,,15.638645,
checked,,791,,,,,,,US 20210394219 A1,2021-12-23,65701519,13,System For Spraying A Wall Surface Of A Building And Method Therefor,"B05B13/0431;B25J11/0075;B05B12/004;B05B13/005;B05B13/041;B05B15/70;B25J5/02;B25J11/0085;B25J19/021;B62D57/024;B66F11/042","B05B12/00;B05B15/68","LIM; Hui Eng",,17/467301,2021-09-06,,,1/1,,Elid Technology International Pte Ltd,,,16.055267,
checked,,792,,,,,,,US 20220062936 A1,2022-03-03,65701519,13,System For Spraying A Wall Surface Of A Building And Method Therefor,"B05B13/0431;B25J11/0075;B05B12/004;B05B13/005;B05B13/041;B05B15/70;B25J5/02;B25J11/0085;B25J19/021;B62D57/024;B66F11/042","B05B12/00;B05B15/68","LIM; Hui Eng",,17/467304,2021-09-06,,,1/1,,Elid Technology International Pte Ltd,,,15.638645,
checked,,793,,,,,,,US 11717843 B2,2023-08-08,65701519,14,System for spraying a wall surface of a building and method therefor,"B05B13/0431;B25J11/0075;B05B12/004;B05B13/005;B05B13/041;B05B15/70;B25J5/02;B25J11/0085;B25J19/021;B62D57/024;B66F11/042","B05B12/00;B05B15/68","Lim; Hui Eng",Elid Technology International Pte Ltd,17/467303,2021-09-06,"Tadesse; Yewebdar T",,239/173,118/697,Elid Technology International Pte Ltd,,,15.313769,
checked,,794,,,,,,,US 11724275 B2,2023-08-15,65701519,14,System for spraying a wall surface of a building and method therefor,"B05B13/0431;B25J11/0075;B05B12/004;B05B13/005;B05B13/041;B05B15/70;B25J5/02;B25J11/0085;B25J19/021;B62D57/024;B66F11/042","B05B12/00;B05B15/68","Lim; Hui Eng",Elid Technology International Pte Ltd,17/467304,2021-09-06,"Tadesse; Yewebdar T",,239/752,,Elid Technology International Pte Ltd,,,15.313769,
checked,,795,,,,,,,US 11931754 B2,2024-03-19,65701519,14,System for spraying a wall surface of a building and method therefor,"B05B13/0431;B25J11/0075;B05B12/004;B05B13/005;B05B13/041;B05B15/70;B25J5/02;B25J11/0085;B25J19/021;B62D57/024;B66F11/042","B05B12/00;B05B15/68","Lim; Hui Eng",Elid Technology International Pte Ltd,17/467301,2021-09-06,"Tadesse; Yewebdar T",,1/1,,Elid Technology International Pte Ltd,,,15.7303915,
checked,3,796,,,,,,,US 20190160675 A1,2019-05-30,66633943,33,DYNAMIC NAVIGATION OF AUTONOMOUS VEHICLE WITH SAFETY INFRASTRUCTURE,"B25J9/1666;G05D1/633;G05D1/024;G05D1/0274;G05D1/242;G05D1/246;G05D1/247;G05D1/617;G05D1/637;G05D1/81;G08G1/00","G05D2105/28;G05D2107/70;G05D2109/10","Paschall II; Stephen Charles et al.",,15/823069,2017-11-27,,,1/1,,"Amazon Technologies, Inc.",,,22.724146,
checked,,797,,,,,,,US 11014238 B2,2021-05-25,66633943,33,Dynamic navigation of autonomous vehicle with safety infrastructure,"B25J9/1666;G05D1/633;G05D1/024;G05D1/0274;G05D1/242;G05D1/246;G05D1/247;G05D1/617;G05D1/637;G05D1/81;G08G1/00","G05D2105/28;G05D2107/70;G05D2109/10","Paschall, II; Stephen Charles et al.","Amazon Technologies, Inc.",15/823069,2017-11-27,"Worden; Thomas E",,1/1,,"Amazon Technologies, Inc.",,,22.092701,
checked,,798,,,,,,,US 20210260764 A1,2021-08-26,66633943,33,DYNAMIC NAVIGATION OF AUTONOMOUS VEHICLE WITH SAFETY INFRASTRUCTURE,"B25J9/1666;G05D1/633;G05D1/024;G05D1/0274;G05D1/242;G05D1/246;G05D1/247;G05D1/617;G05D1/637;G05D1/81;G08G1/00","G05D2105/28;G05D2107/70;G05D2109/10","Paschall, II; Stephen Charles et al.",,17/316953,2021-05-11,,,1/1,,"Amazon Technologies, Inc.",,,22.724146,
checked,,799,,,,,,,US 12005586 B2,2024-06-11,66633943,33,Dynamic navigation of autonomous vehicle with safety infrastructure,"B25J9/1666;G05D1/633;G05D1/024;G05D1/0274;G05D1/242;G05D1/246;G05D1/247;G05D1/617;G05D1/637;G05D1/81;G08G1/00","G05D2105/28;G05D2107/70;G05D2109/10","Paschall, II; Stephen Charles et al.","Amazon Technologies, Inc.",17/316953,2021-05-11,"Worden; Thomas E",,1/1,,"Amazon Technologies, Inc.",,,22.092701,
checked,3,800,,,,,,,US 20190156531 A1,2019-05-23,54252543,22,SERVER-BASED MANAGEMENT OF ROBOTIC PIPE INSPECTION DATA AND ANALYSIS REPORTS,"B23K9/1274;F16L55/32;G01B11/24;G01N21/954;G06Q10/06;G06Q10/10;G06Q30/0611;G06T11/26;G06T3/067;G06T7/0004","B23K9/0956;G01N2021/9544;G01N2021/9548;G06Q10/30;G06T2207/10028;H04N7/183;Y02W90/00","VALLAPUZHA; SUBRAMANIAN et al.","Redzone Robotics, Inc.",16/249424,2019-01-16,,,1/1,,"RedZone Robotics, Inc.",,,16.643019,
checked,,801,,,,,,,US 10783680 B2,2020-09-22,54252543,22,Server-based management of robotic pipe inspection data and analysis reports,"B23K9/1274;F16L55/32;G01B11/24;G01N21/954;G06Q10/06;G06Q10/10;G06Q30/0611;G06T11/26;G06T3/067;G06T7/0004","B23K9/0956;G01N2021/9544;G01N2021/9548;G06Q10/30;G06T2207/10028;H04N7/183;Y02W90/00","Vallapuzha; Subramanian et al.","RedZone Robotics, Inc.",16/249424,2019-01-16,"Singh; Gurkanwaljit",,1/1,,"RedZone Robotics, Inc.",,,16.188662,
checked,,802,,,,,,,US 20200402279 A1,2020-12-24,54252543,17,MANAGING INFRASTRUCTURE DATA,"B23K9/1274;F16L55/32;G01B11/24;G01N21/954;G06Q10/06;G06Q10/10;G06Q30/0611;G06T11/26;G06T3/067;G06T7/0004","B23K9/0956;G01N2021/9544;G01N2021/9548;G06Q10/30;G06T2207/10028;H04N7/183;Y02W90/00","Vallapuzha; Subramanian et al.","RedZone Robotics, Inc.",16/999858,2020-08-21,,,1/1,,"Vallapuzha; Subramanian,Close; Eric C.",,,19.377064,
checked,,803,,,,,,,US 11908048 B2,2024-02-20,54252543,19,Managing infrastructure data,"B23K9/1274;F16L55/32;G01B11/24;G01N21/954;G06Q10/06;G06Q10/10;G06Q30/0611;G06T11/26;G06T3/067;G06T7/0004","B23K9/0956;G01N2021/9544;G01N2021/9548;G06Q10/30;G06T2207/10028;H04N7/183;Y02W90/00","Vallapuzha; Subramanian et al.","RedZone Robotics, Inc.",16/999858,2020-08-21,"Singh; Gurkanwaljit",,1/1,,"RedZone Robotics, Inc.",,,18.805313,
checked,1,804,,,,,,,US 20190126510 A1,2019-05-02,60042742,16,Eccentric Buildup Detection in Concrete Drums,"B28C5/422;G01M1/16;B28C7/026",,"Roberts; Mark F. et al.",,16/093641,2017-04-11,,,1/1,,VERIFI LLC,,,16.727173,
checked,,805,,,,,,,US 11273575 B2,2022-03-15,60042742,17,Eccentric buildup detection in concrete drums,"B28C5/422;G01M1/16;B28C7/026",,"Roberts; Mark F. et al.",Verifi LLC,16/093641,2017-04-11,"Bhatia; Anshu",,1/1,,VERIFI LLC,,,16.133026,
checked,1,806,,,,,,,US 20190129433 A1,2019-05-02,60222368,12,A PATH PLANNING METHOD OF INTELLIGENT ROBOT,"G05D1/0088;G05D1/0219;G05D1/0238;G05D1/0274;G06V20/10",G06F2218/00,"XIAO; Gangjun et al.",AMICRO SEMICONDUCTOR CORPORATION,16/094471,2017-04-07,,,1/1,,AMICRO SEMICONDUCTOR CORPORATION,,,17.532795,
checked,,807,,,,,,,US 11022976 B2,2021-06-01,60222368,12,Path planning method of intelligent robot,"G05D1/0088;G05D1/0219;G05D1/0238;G05D1/0274;G06V20/10",G06F2218/00,"Xiao; Gangjun et al.",AMICRO SEMICONDUCTOR CORPORATION,16/094471,2017-04-07,"Chen; Shelley",,1/1,,AMICRO SEMICONDUCTOR CORPORATION,,,17.09149,
checked,1,808,,,,,,,US 20190128711 A1,2019-05-02,66242836,28,CONTINUOUS UNMANNED AIRBORNE AND UNDERWATER MONITORING PLATFORM,"B63G8/001;B64U10/60;B64U70/93;G01D21/02;H04W4/38;H04W4/40","B63G2008/004;B63G2008/008;B64U2101/31;B64U2201/10;B64U2201/202;G01S15/88","CONNOR; Michael Joseph et al.",,16/179701,2018-11-02,,,1/1,,"ThayerMahan, Inc.",,,28.73973,
checked,,809,,,,,,,US 11105662 B2,2021-08-31,66242836,28,Continuous unmanned airborne and underwater monitoring platform,"B63G8/001;B64U10/60;B64U70/93;G01D21/02;H04W4/38;H04W4/40","B63G2008/004;B63G2008/008;B64U2101/31;B64U2201/10;B64U2201/202;G01S15/88","Connor; Michael Joseph et al.","ThayerMahan, Inc.",16/179701,2018-11-02,"Avila; Stephen P",,1/1,,"ThayerMahan, Inc.",,,28.209501,
checked,1,810,,,,,,,US 20190118390 A1,2019-04-25,66170440,12,Mobile Robot for Locomotion Through a 3-D Periodic Lattice Environment,"B25J9/102;B62D57/024;B25J9/0009;B25J18/00;B25J13/006;B25J9/02;B25J11/008;B25J5/00;B25J15/0028;B25J15/0206;B25J11/00",B25J15/0213,"Jenett; Benjamin et al.",,16/144144,2018-09-27,,,1/1,,Massachusetts Institute of Technology,,,21.921467,
checked,,811,,,,,,,US 11001319 B2,2021-05-11,66170440,12,Mobile robot for locomotion through a 3-D periodic lattice environment,"B25J15/0028;B25J5/00;B25J15/0206;B25J11/008;B25J9/02;B25J9/0009;B25J18/00;B25J13/006;B25J9/102;B25J11/00;B62D57/024",B25J15/0213,"Jenett; Benjamin et al.","Massachusetts Institute of Technology,United States of America, as Represented by the Administrator of NASA",16/144144,2018-09-27,"Hurley; Kevin",,1/1,,Massachusetts Institute of Technology,,,21.3158,
checked,1,812,,,,,,,US 20190112046 A1,2019-04-18,66096321,17,RAIL VEHICLE AND ON-BOARD SAFETY DRONE,"B61B13/10;B61K13/00;B61L15/0081;B61L23/04;G08B25/016;G08B7/066","B64U10/13;B64U2101/30;B64U2201/10;B64U80/86;Y02T30/00","Lery; Benoît et al.",,15/936663,2018-03-27,,,1/1,,Bombardier Transportation GmbH,,,24.758732,
checked,,813,,,,,,,US 11014667 B2,2021-05-25,66096321,18,Rail vehicle and on-board safety drone,"B61B13/10;B61K13/00;B61L15/0081;B61L23/04;G08B25/016;G08B7/066","B64U10/13;B64U2101/30;B64U2201/10;B64U80/86;Y02T30/00","Lery; Benoît et al.",Bombardier Transportation GmbH,15/936663,2018-03-27,"Nolan; Peter D","Li; Ce Li",1/1,,Bombardier Transportation GmbH,,,24.474041,
checked,1,814,,,,,,,US 20190108374 A1,2019-04-11,65993362,5,SEE ID SYSTEM,"G06K7/10376;G01S17/931;G01S17/86;G01S1/00","H04W4/02;H04W4/80;H04W4/44","RENY; WILLIAM T.",,16/157923,2018-10-11,,,1/1,,"RENY; WILLIAM T.",,,11.429896,
checked,,815,,,,,,,US 11017189 B2,2021-05-25,65993362,5,See ID system,"G01S17/86;G01S17/931;G06K7/10376;G01S1/00","H04W4/02;H04W4/44;H04W4/80","Reny; William T.","SEE ID, INC",16/157923,2018-10-11,"Negron; Daniell L",,1/1,,"Reny; William T.",,,10.979985,
checked,5,816,,,,,,,US 20190096238 A1,2019-03-28,65807753,32,INTELLIGENT ROAD INFRASTRUCTURE SYSTEM (IRIS): SYSTEMS AND METHODS,"G08G1/164;G08G1/0116;G08G1/096725;G08G1/0968;G08G1/0145;G08G1/166;G08G1/012;G08G1/167",,"Ran; Bin et al.",,16/135916,2018-09-19,,,1/1,,CAVH LLC,,,13.931456,
checked,,817,,,,,,,US 20200168081 A1,2020-05-28,65807753,32,INTELLIGENT ROAD INFRASTRUCTURE SYSTEM (IRIS): SYSTEMS AND METHODS,"G08G1/167;G08G1/012;G08G1/096725;G08G1/0145;G08G1/0116;G08G1/0968;G08G1/164;G08G1/166",,"Ran; Bin et al.",,16/776846,2020-01-30,,,1/1,,CAVH LLC,,,13.931456,
checked,,818,,,,,,,US 10692365 B2,2020-06-23,65807753,36,Intelligent road infrastructure system (IRIS): systems and methods,"G08G1/096725;G08G1/167;G08G1/0968;G08G1/164;G08G1/0145;G08G1/012;G08G1/0116;G08G1/166",,"Ran; Bin et al.",CAVH LLC,16/135916,2018-09-19,"Ismail; Mahmoud S",,1/1,,CAVH LLC,,,14.516492,
checked,,819,,,,,,,US 11430328 B2,2022-08-30,65807753,35,Intelligent road infrastructure system (IRIS): systems and methods,"G08G1/0116;G08G1/012;G08G1/167;G08G1/0968;G08G1/0145;G08G1/166;G08G1/164;G08G1/096725",,"Ran; Bin et al.",CAVH LLC,16/776846,2020-01-30,"Ismail; Mahmoud S",,1/1,,CAVH LLC,,,14.516492,
checked,,820,,,,,,,US 20220343755 A1,2022-10-27,65807753,32,Intelligent Road Side Unit (RSU) Network for Automated Driving,"G08G1/0116;G08G1/0968;G08G1/096725;G08G1/0145;G08G1/166;G08G1/164;G08G1/167;G08G1/012",,"Ran; Bin et al.",,17/741903,2022-05-11,,,1/1,,CAVH LLC,,,12.998854,
